Weighted Random Sampling Comparison on 100000 Trials
---------------------------------------------
Difference is bigger than 1% p in the following indices: []
Elapsed time: Fast: 37.086494417s, Fenwick: 953.474ms

---------------------------------------------
Probability(%) of each element being selected:
Element	| Fast	| Fenw	| Diff(Max-Min)
1361	| 0.33	| 0.30	| 0.03
1362	| 0.24	| 0.24	| 0.00
1363	| 0.00	| 0.00	| 0.00
1364	| 0.06	| 0.04	| 0.02
1365	| 0.07	| 0.08	| 0.02
1366	| 0.23	| 0.22	| 0.01
1367	| 0.26	| 0.26	| 0.01
1368	| 0.06	| 0.06	| 0.00
1369	| 0.34	| 0.30	| 0.04
1370	| 0.11	| 0.13	| 0.01
1371	| 0.01	| 0.01	| 0.00
1372	| 0.15	| 0.16	| 0.01
1373	| 0.11	| 0.12	| 0.01
1374	| 0.31	| 0.31	| 0.00
1375	| 0.20	| 0.17	| 0.03
1376	| 0.16	| 0.15	| 0.01
1377	| 0.07	| 0.08	| 0.01
1378	| 0.14	| 0.10	| 0.03
1379	| 0.25	| 0.25	| 0.00
1380	| 0.04	| 0.03	| 0.01
1381	| 0.24	| 0.25	| 0.02
1382	| 0.27	| 0.28	| 0.01
1383	| 0.19	| 0.16	| 0.02
1384	| 0.35	| 0.36	| 0.01
1385	| 0.14	| 0.13	| 0.01
1386	| 0.06	| 0.06	| 0.01
1387	| 0.08	| 0.08	| 0.00
1388	| 0.20	| 0.22	| 0.02
1389	| 0.20	| 0.16	| 0.03
1390	| 0.11	| 0.10	| 0.01
1391	| 0.10	| 0.10	| 0.00
1392	| 0.23	| 0.20	| 0.03
1393	| 0.14	| 0.12	| 0.01
1394	| 0.31	| 0.30	| 0.01
1395	| 0.17	| 0.17	| 0.00
1396	| 0.32	| 0.32	| 0.00
1397	| 0.22	| 0.24	| 0.02
1398	| 0.32	| 0.32	| 0.00
1399	| 0.29	| 0.33	| 0.04
1400	| 0.24	| 0.21	| 0.03
1401	| 0.20	| 0.23	| 0.02
1402	| 0.22	| 0.20	| 0.01
1403	| 0.22	| 0.23	| 0.01
1404	| 0.16	| 0.18	| 0.01
1405	| 0.21	| 0.23	| 0.02
1406	| 0.22	| 0.23	| 0.01
1407	| 0.22	| 0.18	| 0.04
1408	| 0.15	| 0.15	| 0.01
1409	| 0.01	| 0.01	| 0.00
1410	| 0.12	| 0.11	| 0.01
1411	| 0.19	| 0.22	| 0.03
1412	| 0.29	| 0.29	| 0.00
1413	| 0.20	| 0.17	| 0.03
1414	| 0.27	| 0.28	| 0.01
1415	| 0.11	| 0.13	| 0.01
1416	| 0.30	| 0.28	| 0.01
1417	| 0.31	| 0.34	| 0.03
1418	| 0.29	| 0.28	| 0.01
1419	| 0.28	| 0.26	| 0.02
1420	| 0.23	| 0.20	| 0.03
1421	| 0.19	| 0.20	| 0.01
1422	| 0.18	| 0.15	| 0.03
1423	| 0.12	| 0.11	| 0.01
1424	| 0.17	| 0.16	| 0.01
1425	| 0.17	| 0.19	| 0.02
1426	| 0.13	| 0.14	| 0.01
1427	| 0.05	| 0.08	| 0.02
1428	| 0.28	| 0.29	| 0.01
1429	| 0.26	| 0.28	| 0.02
1430	| 0.28	| 0.30	| 0.02
1431	| 0.24	| 0.23	| 0.01
1432	| 0.07	| 0.04	| 0.02
1433	| 0.15	| 0.14	| 0.01
1434	| 0.17	| 0.16	| 0.01
1435	| 0.28	| 0.29	| 0.01
1436	| 0.27	| 0.29	| 0.02
1437	| 0.13	| 0.13	| 0.00
1438	| 0.07	| 0.09	| 0.02
1439	| 0.26	| 0.27	| 0.01
1440	| 0.09	| 0.10	| 0.01
1441	| 0.11	| 0.12	| 0.01
1442	| 0.31	| 0.32	| 0.01
1443	| 0.13	| 0.15	| 0.02
1444	| 0.10	| 0.11	| 0.01
1445	| 0.01	| 0.03	| 0.01
1446	| 0.01	| 0.02	| 0.00
1447	| 0.26	| 0.23	| 0.03
1448	| 0.20	| 0.22	| 0.02
1449	| 0.18	| 0.14	| 0.04
1450	| 0.01	| 0.00	| 0.00
1451	| 0.29	| 0.30	| 0.02
1452	| 0.28	| 0.28	| 0.01
1453	| 0.25	| 0.24	| 0.00
1454	| 0.32	| 0.31	| 0.01
1455	| 0.09	| 0.10	| 0.01
1456	| 0.13	| 0.10	| 0.02
1457	| 0.28	| 0.25	| 0.03
1458	| 0.28	| 0.30	| 0.02
1459	| 0.21	| 0.23	| 0.03
1460	| 0.32	| 0.32	| 0.00
1461	| 0.08	| 0.08	| 0.00
1462	| 0.07	| 0.06	| 0.01
1463	| 0.11	| 0.10	| 0.01
1464	| 0.21	| 0.22	| 0.01
1465	| 0.19	| 0.17	| 0.02
1466	| 0.03	| 0.02	| 0.01
1467	| 0.15	| 0.16	| 0.01
1468	| 0.08	| 0.07	| 0.01
1469	| 0.21	| 0.22	| 0.02
1470	| 0.10	| 0.12	| 0.01
1471	| 0.19	| 0.20	| 0.01
1472	| 0.27	| 0.29	| 0.01
1473	| 0.21	| 0.20	| 0.01
1474	| 0.01	| 0.03	| 0.01
1475	| 0.19	| 0.19	| 0.00
1476	| 0.12	| 0.15	| 0.03
1477	| 0.10	| 0.08	| 0.01
1478	| 0.11	| 0.15	| 0.04
1479	| 0.16	| 0.15	| 0.01
1480	| 0.13	| 0.14	| 0.01
1481	| 0.01	| 0.01	| 0.00
1482	| 0.14	| 0.14	| 0.01
1483	| 0.33	| 0.33	| 0.00
1484	| 0.04	| 0.04	| 0.00
1485	| 0.06	| 0.07	| 0.01
1486	| 0.09	| 0.09	| 0.00
1487	| 0.02	| 0.03	| 0.01
1488	| 0.27	| 0.28	| 0.01
1489	| 0.06	| 0.06	| 0.00
1490	| 0.03	| 0.03	| 0.00
1491	| 0.16	| 0.15	| 0.01
1492	| 0.29	| 0.27	| 0.02
1493	| 0.37	| 0.29	| 0.08
1494	| 0.17	| 0.17	| 0.00
1495	| 0.13	| 0.16	| 0.03
1496	| 0.24	| 0.24	| 0.00
1497	| 0.04	| 0.04	| 0.00
1498	| 0.03	| 0.04	| 0.01
1499	| 0.08	| 0.08	| 0.00
1500	| 0.15	| 0.14	| 0.01
1501	| 0.20	| 0.20	| 0.01
1502	| 0.24	| 0.27	| 0.02
1503	| 0.13	| 0.12	| 0.02
1504	| 0.32	| 0.28	| 0.04
1505	| 0.17	| 0.17	| 0.00
1506	| 0.01	| 0.01	| 0.00
1507	| 0.23	| 0.22	| 0.01
1508	| 0.15	| 0.16	| 0.01
1509	| 0.16	| 0.16	| 0.00
1510	| 0.13	| 0.13	| 0.00
1511	| 0.06	| 0.04	| 0.02
1512	| 0.24	| 0.22	| 0.03
1513	| 0.21	| 0.23	| 0.01
1514	| 0.15	| 0.13	| 0.02
1515	| 0.29	| 0.34	| 0.04
1516	| 0.32	| 0.33	| 0.01
1517	| 0.02	| 0.02	| 0.00
1518	| 0.24	| 0.23	| 0.02
1519	| 0.31	| 0.28	| 0.03
1520	| 0.09	| 0.08	| 0.01
1521	| 0.29	| 0.29	| 0.01
1522	| 0.00	| 0.00	| 0.00
1523	| 0.05	| 0.06	| 0.01
1524	| 0.26	| 0.31	| 0.05
1525	| 0.17	| 0.18	| 0.01
1526	| 0.23	| 0.23	| 0.00
1527	| 0.29	| 0.30	| 0.01
1528	| 0.01	| 0.01	| 0.00
1529	| 0.34	| 0.30	| 0.03
1530	| 0.14	| 0.16	| 0.01
1531	| 0.19	| 0.19	| 0.01
1532	| 0.33	| 0.30	| 0.03
1533	| 0.26	| 0.28	| 0.02
1534	| 0.01	| 0.01	| 0.00
1535	| 0.24	| 0.24	| 0.01
1536	| 0.03	| 0.02	| 0.01
1537	| 0.03	| 0.05	| 0.01
1538	| 0.05	| 0.06	| 0.01
1539	| 0.17	| 0.19	| 0.02
1540	| 0.22	| 0.22	| 0.00
1541	| 0.08	| 0.07	| 0.01
1542	| 0.05	| 0.05	| 0.00
1543	| 0.29	| 0.30	| 0.01
1544	| 0.26	| 0.25	| 0.01
1545	| 0.01	| 0.02	| 0.01
1546	| 0.14	| 0.16	| 0.02
1547	| 0.24	| 0.29	| 0.05
1548	| 0.28	| 0.27	| 0.01
1549	| 0.08	| 0.10	| 0.01
1550	| 0.04	| 0.05	| 0.01
1551	| 0.31	| 0.34	| 0.03
1552	| 0.27	| 0.28	| 0.01
1553	| 0.07	| 0.06	| 0.01
1554	| 0.04	| 0.03	| 0.02
1555	| 0.32	| 0.32	| 0.00
1556	| 0.06	| 0.06	| 0.00
1557	| 0.17	| 0.19	| 0.02
1558	| 0.26	| 0.22	| 0.05
1559	| 0.05	| 0.05	| 0.01
1560	| 0.14	| 0.15	| 0.01
1561	| 0.11	| 0.09	| 0.01
1562	| 0.06	| 0.05	| 0.01
1563	| 0.23	| 0.23	| 0.00
1564	| 0.02	| 0.03	| 0.00
1565	| 0.16	| 0.17	| 0.00
1566	| 0.14	| 0.11	| 0.03
1567	| 0.05	| 0.05	| 0.00
1568	| 0.11	| 0.10	| 0.01
1569	| 0.12	| 0.13	| 0.01
1570	| 0.31	| 0.29	| 0.02
1571	| 0.12	| 0.15	| 0.02
1572	| 0.25	| 0.23	| 0.02
1573	| 0.03	| 0.02	| 0.01
1574	| 0.27	| 0.29	| 0.02
1575	| 0.24	| 0.26	| 0.02
1576	| 0.17	| 0.19	| 0.01
1577	| 0.07	| 0.07	| 0.00
1578	| 0.22	| 0.21	| 0.01
1579	| 0.10	| 0.11	| 0.00
1580	| 0.04	| 0.05	| 0.01
1581	| 0.07	| 0.09	| 0.02
1582	| 0.06	| 0.05	| 0.00
1583	| 0.32	| 0.31	| 0.01
1584	| 0.03	| 0.05	| 0.01
1585	| 0.09	| 0.09	| 0.00
1586	| 0.31	| 0.33	| 0.03
1587	| 0.08	| 0.08	| 0.00
1588	| 0.06	| 0.05	| 0.01
1589	| 0.15	| 0.18	| 0.03
1590	| 0.21	| 0.19	| 0.02
1591	| 0.15	| 0.13	| 0.02
1592	| 0.17	| 0.15	| 0.02
1593	| 0.07	| 0.08	| 0.01
1594	| 0.06	| 0.06	| 0.00
1595	| 0.08	| 0.08	| 0.00
1596	| 0.29	| 0.28	| 0.01
1597	| 0.11	| 0.11	| 0.00
1598	| 0.09	| 0.08	| 0.01
1599	| 0.33	| 0.33	| 0.00
1600	| 0.18	| 0.20	| 0.02
1601	| 0.24	| 0.25	| 0.01
1602	| 0.03	| 0.03	| 0.00
1603	| 0.10	| 0.10	| 0.01
1604	| 0.04	| 0.05	| 0.01
1605	| 0.08	| 0.10	| 0.02
1606	| 0.12	| 0.10	| 0.01
1607	| 0.31	| 0.32	| 0.01
1608	| 0.26	| 0.26	| 0.01
1609	| 0.09	| 0.10	| 0.01
1610	| 0.14	| 0.15	| 0.01
1611	| 0.04	| 0.04	| 0.00
1612	| 0.26	| 0.27	| 0.02
1613	| 0.30	| 0.29	| 0.01
1614	| 0.34	| 0.35	| 0.01
1615	| 0.01	| 0.01	| 0.00
1616	| 0.22	| 0.25	| 0.03
1617	| 0.29	| 0.26	| 0.03
1618	| 0.01	| 0.01	| 0.00
1619	| 0.15	| 0.16	| 0.01
1620	| 0.06	| 0.07	| 0.01
1621	| 0.33	| 0.30	| 0.03
1622	| 0.08	| 0.10	| 0.01
1623	| 0.10	| 0.10	| 0.00
1624	| 0.11	| 0.11	| 0.00
1625	| 0.28	| 0.26	| 0.01
1626	| 0.24	| 0.24	| 0.01
1627	| 0.21	| 0.20	| 0.01
1628	| 0.12	| 0.14	| 0.02
1629	| 0.17	| 0.18	| 0.01
1630	| 0.24	| 0.26	| 0.02
1631	| 0.05	| 0.04	| 0.01
1632	| 0.09	| 0.09	| 0.00
1633	| 0.29	| 0.27	| 0.02
1634	| 0.02	| 0.02	| 0.00
1635	| 0.12	| 0.13	| 0.00
1636	| 0.33	| 0.31	| 0.02
1637	| 0.04	| 0.04	| 0.01
1638	| 0.25	| 0.25	| 0.01
1639	| 0.12	| 0.15	| 0.02
1640	| 0.27	| 0.30	| 0.03
1641	| 0.20	| 0.24	| 0.04
1642	| 0.18	| 0.19	| 0.01
1643	| 0.20	| 0.24	| 0.04
1644	| 0.08	| 0.08	| 0.00
1645	| 0.36	| 0.34	| 0.02
1646	| 0.01	| 0.01	| 0.00
1647	| 0.24	| 0.25	| 0.01
1648	| 0.22	| 0.22	| 0.01
1649	| 0.10	| 0.14	| 0.04
1650	| 0.35	| 0.31	| 0.04
1651	| 0.03	| 0.04	| 0.01
1652	| 0.23	| 0.25	| 0.02
1653	| 0.27	| 0.27	| 0.00
1654	| 0.16	| 0.16	| 0.00
1655	| 0.16	| 0.17	| 0.01
1656	| 0.33	| 0.34	| 0.01
1657	| 0.24	| 0.19	| 0.06
1658	| 0.12	| 0.12	| 0.00
1659	| 0.32	| 0.33	| 0.01
1660	| 0.29	| 0.28	| 0.01
1661	| 0.07	| 0.09	| 0.02
1662	| 0.31	| 0.29	| 0.02
1663	| 0.23	| 0.28	| 0.04
1664	| 0.05	| 0.04	| 0.00
1665	| 0.09	| 0.11	| 0.02
1666	| 0.14	| 0.12	| 0.01
1667	| 0.25	| 0.21	| 0.04
1668	| 0.06	| 0.05	| 0.01
1669	| 0.10	| 0.12	| 0.01
1670	| 0.19	| 0.17	| 0.02
1671	| 0.27	| 0.25	| 0.03
1672	| 0.09	| 0.10	| 0.01
1673	| 0.18	| 0.20	| 0.02
1674	| 0.06	| 0.07	| 0.01
1675	| 0.19	| 0.20	| 0.01
1676	| 0.25	| 0.24	| 0.01
1677	| 0.06	| 0.06	| 0.00
1678	| 0.28	| 0.27	| 0.01
1679	| 0.30	| 0.31	| 0.01
1680	| 0.29	| 0.34	| 0.05
1681	| 0.32	| 0.29	| 0.02
1682	| 0.15	| 0.13	| 0.01
1683	| 0.09	| 0.07	| 0.01
1684	| 0.21	| 0.22	| 0.01
1685	| 0.27	| 0.24	| 0.03
1686	| 0.22	| 0.21	| 0.01
1687	| 0.35	| 0.34	| 0.01
1688	| 0.21	| 0.23	| 0.02
1689	| 0.33	| 0.33	| 0.00
1690	| 0.25	| 0.24	| 0.01
1691	| 0.07	| 0.08	| 0.01
1692	| 0.13	| 0.15	| 0.02
1693	| 0.03	| 0.04	| 0.01
1694	| 0.17	| 0.14	| 0.03
1695	| 0.06	| 0.07	| 0.00
1696	| 0.20	| 0.18	| 0.01
1697	| 0.19	| 0.20	| 0.01
1698	| 0.31	| 0.29	| 0.02
1699	| 0.29	| 0.29	| 0.00
1700	| 0.27	| 0.30	| 0.03
1701	| 0.09	| 0.11	| 0.02
1702	| 0.11	| 0.10	| 0.01
1703	| 0.19	| 0.18	| 0.01
1704	| 0.01	| 0.01	| 0.00
1705	| 0.16	| 0.14	| 0.02
1706	| 0.27	| 0.21	| 0.05
1707	| 0.29	| 0.25	| 0.04
1708	| 0.08	| 0.08	| 0.01
1709	| 0.31	| 0.32	| 0.02
1710	| 0.20	| 0.18	| 0.02
1711	| 0.05	| 0.07	| 0.01
1712	| 0.08	| 0.10	| 0.01
1713	| 0.20	| 0.19	| 0.01
1714	| 0.17	| 0.18	| 0.01
1715	| 0.30	| 0.30	| 0.00
1716	| 0.28	| 0.31	| 0.02
1717	| 0.06	| 0.08	| 0.02
1718	| 0.30	| 0.34	| 0.04
1719	| 0.27	| 0.24	| 0.02
1720	| 0.21	| 0.20	| 0.01
1721	| 0.27	| 0.28	| 0.01
1722	| 0.31	| 0.27	| 0.03
1723	| 0.09	| 0.08	| 0.02
1724	| 0.25	| 0.28	| 0.02
1725	| 0.19	| 0.19	| 0.00
1726	| 0.08	| 0.09	| 0.01
1727	| 0.05	| 0.06	| 0.01
1728	| 0.32	| 0.30	| 0.02
1729	| 0.22	| 0.17	| 0.05
1730	| 0.05	| 0.06	| 0.00
1731	| 0.34	| 0.29	| 0.04
1732	| 0.21	| 0.21	| 0.01
1733	| 0.03	| 0.04	| 0.01
1734	| 0.30	| 0.30	| 0.00
1735	| 0.01	| 0.01	| 0.01
1736	| 0.07	| 0.07	| 0.00
1737	| 0.02	| 0.02	| 0.00
1738	| 0.12	| 0.11	| 0.01
1739	| 0.10	| 0.09	| 0.01
1740	| 0.05	| 0.06	| 0.01
1741	| 0.10	| 0.13	| 0.02
1742	| 0.13	| 0.13	| 0.00
1743	| 0.12	| 0.13	| 0.01
1744	| 0.12	| 0.11	| 0.01
1745	| 0.02	| 0.03	| 0.01
1746	| 0.15	| 0.15	| 0.00
1747	| 0.04	| 0.04	| 0.00
1748	| 0.24	| 0.26	| 0.02
1749	| 0.13	| 0.14	| 0.01
1750	| 0.07	| 0.07	| 0.00
1751	| 0.21	| 0.21	| 0.01
1752	| 0.26	| 0.29	| 0.03
1753	| 0.10	| 0.13	| 0.03
1754	| 0.27	| 0.24	| 0.03
1755	| 0.26	| 0.26	| 0.01
1756	| 0.19	| 0.20	| 0.01
1757	| 0.19	| 0.16	| 0.03
1758	| 0.32	| 0.29	| 0.02
1759	| 0.32	| 0.32	| 0.00
1760	| 0.16	| 0.14	| 0.02
1761	| 0.23	| 0.21	| 0.02
1762	| 0.24	| 0.21	| 0.04
1763	| 0.07	| 0.07	| 0.00
1764	| 0.13	| 0.14	| 0.01
1765	| 0.33	| 0.32	| 0.00
1766	| 0.07	| 0.08	| 0.01
1767	| 0.25	| 0.23	| 0.03
1768	| 0.26	| 0.27	| 0.02
1769	| 0.08	| 0.08	| 0.00
1770	| 0.35	| 0.36	| 0.01
1771	| 0.15	| 0.16	| 0.01
1772	| 0.05	| 0.05	| 0.00
1773	| 0.30	| 0.35	| 0.04
1774	| 0.07	| 0.07	| 0.00
1775	| 0.29	| 0.29	| 0.00
1776	| 0.29	| 0.28	| 0.01
1777	| 0.22	| 0.20	| 0.02
1778	| 0.22	| 0.21	| 0.01
1779	| 0.18	| 0.16	| 0.02
1780	| 0.28	| 0.26	| 0.02
1781	| 0.16	| 0.17	| 0.01
1782	| 0.19	| 0.18	| 0.01
1783	| 0.02	| 0.02	| 0.00
1784	| 0.24	| 0.26	| 0.02
1785	| 0.01	| 0.01	| 0.00
1786	| 0.19	| 0.19	| 0.00
1787	| 0.24	| 0.23	| 0.01
1788	| 0.25	| 0.29	| 0.03
1789	| 0.01	| 0.01	| 0.00
1790	| 0.09	| 0.09	| 0.00
1791	| 0.04	| 0.05	| 0.00
1792	| 0.30	| 0.33	| 0.03
1793	| 0.12	| 0.14	| 0.01
1794	| 0.25	| 0.24	| 0.01
1795	| 0.11	| 0.12	| 0.01
1796	| 0.27	| 0.27	| 0.00
1797	| 0.31	| 0.31	| 0.01
1798	| 0.22	| 0.24	| 0.01
1799	| 0.26	| 0.26	| 0.00
1800	| 0.33	| 0.30	| 0.03
1801	| 0.22	| 0.27	| 0.05
1802	| 0.21	| 0.16	| 0.04
1803	| 0.15	| 0.17	| 0.02
1804	| 0.09	| 0.07	| 0.01
1805	| 0.32	| 0.29	| 0.03
1806	| 0.11	| 0.13	| 0.02
1807	| 0.31	| 0.30	| 0.01
1808	| 0.14	| 0.14	| 0.00
1809	| 0.01	| 0.02	| 0.01
1810	| 0.24	| 0.26	| 0.02
1811	| 0.01	| 0.01	| 0.00
1812	| 0.08	| 0.08	| 0.00
1813	| 0.02	| 0.03	| 0.01
1814	| 0.26	| 0.23	| 0.02
1815	| 0.31	| 0.31	| 0.00
1816	| 0.10	| 0.10	| 0.01
1817	| 0.21	| 0.19	| 0.02
1818	| 0.15	| 0.15	| 0.00
1819	| 0.25	| 0.26	| 0.00
1820	| 0.08	| 0.07	| 0.01
1821	| 0.04	| 0.03	| 0.01
1822	| 0.11	| 0.11	| 0.00
1823	| 0.03	| 0.02	| 0.01
1824	| 0.24	| 0.23	| 0.00
1825	| 0.26	| 0.27	| 0.01
1826	| 0.23	| 0.19	| 0.04
1827	| 0.21	| 0.21	| 0.00
1828	| 0.11	| 0.11	| 0.00
1829	| 0.33	| 0.35	| 0.02
1830	| 0.12	| 0.12	| 0.00
1831	| 0.31	| 0.32	| 0.01
1832	| 0.18	| 0.22	| 0.04
1833	| 0.29	| 0.30	| 0.01
1834	| 0.01	| 0.02	| 0.01
1835	| 0.32	| 0.33	| 0.01
1836	| 0.10	| 0.13	| 0.03
1837	| 0.16	| 0.18	| 0.01
1838	| 0.21	| 0.18	| 0.03
1839	| 0.33	| 0.31	| 0.02
1840	| 0.04	| 0.04	| 0.00
1841	| 0.28	| 0.28	| 0.01
1842	| 0.32	| 0.30	| 0.02
1843	| 0.27	| 0.27	| 0.00
1844	| 0.09	| 0.10	| 0.01
1845	| 0.03	| 0.02	| 0.01
1846	| 0.04	| 0.07	| 0.03
1847	| 0.24	| 0.20	| 0.04
1848	| 0.22	| 0.21	| 0.01
1849	| 0.09	| 0.08	| 0.02
1850	| 0.04	| 0.04	| 0.00
1851	| 0.30	| 0.29	| 0.01
1852	| 0.25	| 0.25	| 0.00
1853	| 0.07	| 0.05	| 0.02
1854	| 0.10	| 0.11	| 0.00
1855	| 0.01	| 0.01	| 0.00
1856	| 0.32	| 0.26	| 0.05
1857	| 0.03	| 0.04	| 0.01
1858	| 0.21	| 0.20	| 0.02
1859	| 0.32	| 0.30	| 0.02
1860	| 0.11	| 0.11	| 0.00
1861	| 0.08	| 0.09	| 0.00
1862	| 0.11	| 0.12	| 0.01
1863	| 0.24	| 0.23	| 0.01
1864	| 0.18	| 0.20	| 0.01
1865	| 0.06	| 0.05	| 0.01
1866	| 0.18	| 0.20	| 0.02
1867	| 0.33	| 0.31	| 0.02
1868	| 0.22	| 0.19	| 0.03
1869	| 0.01	| 0.01	| 0.01
1870	| 0.31	| 0.30	| 0.01
1871	| 0.23	| 0.25	| 0.02
1872	| 0.01	| 0.01	| 0.00
1873	| 0.01	| 0.01	| 0.00
1874	| 0.02	| 0.03	| 0.00
1875	| 0.29	| 0.30	| 0.01
1876	| 0.03	| 0.02	| 0.00
1877	| 0.04	| 0.04	| 0.00
1878	| 0.02	| 0.04	| 0.02
1879	| 0.02	| 0.02	| 0.00
1880	| 0.06	| 0.06	| 0.00
1881	| 0.29	| 0.27	| 0.01
1882	| 0.04	| 0.04	| 0.00
1883	| 0.04	| 0.05	| 0.01
1884	| 0.26	| 0.26	| 0.00
1885	| 0.23	| 0.21	| 0.02
1886	| 0.18	| 0.17	| 0.01
1887	| 0.00	| 0.00	| 0.00
1888	| 0.21	| 0.22	| 0.01
1889	| 0.20	| 0.21	| 0.00
1890	| 0.09	| 0.10	| 0.01
1891	| 0.21	| 0.21	| 0.00
1892	| 0.25	| 0.27	| 0.02
1893	| 0.24	| 0.25	| 0.01
1894	| 0.03	| 0.04	| 0.00
1895	| 0.26	| 0.30	| 0.04
1896	| 0.15	| 0.13	| 0.02
1897	| 0.04	| 0.04	| 0.01
1898	| 0.16	| 0.14	| 0.02
1899	| 0.18	| 0.17	| 0.01
1900	| 0.32	| 0.33	| 0.02
1901	| 0.07	| 0.06	| 0.01
1902	| 0.04	| 0.05	| 0.01
1903	| 0.12	| 0.13	| 0.01
1904	| 0.13	| 0.12	| 0.01
1905	| 0.06	| 0.06	| 0.00
1906	| 0.12	| 0.11	| 0.01
1907	| 0.23	| 0.23	| 0.00
1908	| 0.29	| 0.31	| 0.02
1909	| 0.05	| 0.06	| 0.01
1910	| 0.19	| 0.18	| 0.00
1911	| 0.32	| 0.32	| 0.00
1912	| 0.30	| 0.31	| 0.00
1913	| 0.01	| 0.01	| 0.00
1914	| 0.19	| 0.21	| 0.01
1915	| 0.05	| 0.05	| 0.00
1916	| 0.03	| 0.04	| 0.01
1917	| 0.24	| 0.22	| 0.01
1918	| 0.26	| 0.25	| 0.01
1919	| 0.21	| 0.21	| 0.01
1920	| 0.10	| 0.09	| 0.02
1921	| 0.29	| 0.32	| 0.03
1922	| 0.06	| 0.08	| 0.02
1923	| 0.27	| 0.25	| 0.02
1924	| 0.35	| 0.30	| 0.05
1925	| 0.15	| 0.16	| 0.01
1926	| 0.10	| 0.10	| 0.00
1927	| 0.18	| 0.17	| 0.01
1928	| 0.25	| 0.26	| 0.01
1929	| 0.06	| 0.06	| 0.00
1930	| 0.21	| 0.23	| 0.01
1931	| 0.13	| 0.12	| 0.01
1932	| 0.31	| 0.31	| 0.01
1933	| 0.09	| 0.10	| 0.01
1934	| 0.27	| 0.25	| 0.02
1935	| 0.17	| 0.16	| 0.00
1936	| 0.17	| 0.20	| 0.03
1937	| 0.26	| 0.30	| 0.05
1938	| 0.35	| 0.30	| 0.05
1939	| 0.01	| 0.02	| 0.02
1940	| 0.10	| 0.09	| 0.01
1941	| 0.12	| 0.11	| 0.01
1942	| 0.15	| 0.15	| 0.00
1943	| 0.30	| 0.29	| 0.01
1944	| 0.07	| 0.08	| 0.01
1945	| 0.26	| 0.20	| 0.06
1946	| 0.19	| 0.22	| 0.03
1947	| 0.15	| 0.13	| 0.02
1948	| 0.11	| 0.11	| 0.00
1949	| 0.17	| 0.18	| 0.02
1950	| 0.26	| 0.25	| 0.01
1951	| 0.10	| 0.09	| 0.01
1952	| 0.32	| 0.30	| 0.01
1953	| 0.08	| 0.08	| 0.00
1954	| 0.11	| 0.11	| 0.00
1955	| 0.22	| 0.21	| 0.01
1956	| 0.12	| 0.11	| 0.01
1957	| 0.01	| 0.03	| 0.01
1958	| 0.10	| 0.10	| 0.01
1959	| 0.15	| 0.15	| 0.00
1960	| 0.27	| 0.23	| 0.03
1961	| 0.01	| 0.01	| 0.01
1962	| 0.31	| 0.31	| 0.00
1963	| 0.18	| 0.17	| 0.00
1964	| 0.22	| 0.22	| 0.00
1965	| 0.11	| 0.12	| 0.01
1966	| 0.05	| 0.06	| 0.01
1967	| 0.21	| 0.20	| 0.00
1968	| 0.09	| 0.11	| 0.02
1969	| 0.29	| 0.29	| 0.00
1970	| 0.17	| 0.16	| 0.01
1971	| 0.27	| 0.27	| 0.00
1972	| 0.21	| 0.23	| 0.03
1973	| 0.27	| 0.26	| 0.00
1974	| 0.18	| 0.19	| 0.00
1975	| 0.16	| 0.15	| 0.01
1976	| 0.12	| 0.11	| 0.01
1977	| 0.22	| 0.20	| 0.03
1978	| 0.24	| 0.23	| 0.01
1979	| 0.15	| 0.12	| 0.03
1980	| 0.21	| 0.23	| 0.03
1981	| 0.16	| 0.18	| 0.02
1982	| 0.06	| 0.05	| 0.01
1983	| 0.01	| 0.01	| 0.00
1984	| 0.10	| 0.10	| 0.01
1985	| 0.25	| 0.28	| 0.03
1986	| 0.18	| 0.16	| 0.02
1987	| 0.12	| 0.12	| 0.00
1988	| 0.08	| 0.07	| 0.00
1989	| 0.28	| 0.27	| 0.01
1990	| 0.17	| 0.20	| 0.03
1991	| 0.31	| 0.28	| 0.03
1992	| 0.15	| 0.15	| 0.00
1993	| 0.12	| 0.13	| 0.01
1994	| 0.04	| 0.04	| 0.00
1995	| 0.29	| 0.27	| 0.02
1996	| 0.26	| 0.25	| 0.01
1997	| 0.01	| 0.01	| 0.00
1998	| 0.16	| 0.14	| 0.02
1999	| 0.28	| 0.29	| 0.00
2000	| 0.26	| 0.27	| 0.01
2001	| 0.18	| 0.18	| 0.01
2002	| 0.27	| 0.27	| 0.01
2003	| 0.14	| 0.15	| 0.01
2004	| 0.31	| 0.30	| 0.01
2005	| 0.03	| 0.02	| 0.01
2006	| 0.29	| 0.31	| 0.02
2007	| 0.28	| 0.28	| 0.00
2008	| 0.08	| 0.07	| 0.01
2009	| 0.06	| 0.06	| 0.00
2010	| 0.09	| 0.08	| 0.01
2011	| 0.07	| 0.10	| 0.02
2012	| 0.19	| 0.18	| 0.01
2013	| 0.18	| 0.18	| 0.00
2014	| 0.31	| 0.32	| 0.01
2015	| 0.04	| 0.03	| 0.01
2016	| 0.08	| 0.10	| 0.01
2017	| 0.19	| 0.19	| 0.00
2018	| 0.04	| 0.05	| 0.01
2019	| 0.13	| 0.13	| 0.00
2020	| 0.09	| 0.08	| 0.00
